accuracy,balanced_accuracy,f1_macro,precision_macro,recall_macro,mcc,kappa
0.42671009771986973,0.32721843976268083,0.35818756411154273,0.4248818402186485,0.32721843976268083,0.36133059713694465,0.355603525384918
